id,pollingfirm,year,month,day,party_a,party_b,party_c,party_d,party_e,party_f,party_i,party_k,party_o,party_p,party_v,party_oe,party_aa,n,source
1121,Greens,2017,10,3,24.4,5.1,3.5,2.4,,4.9,5.0,0.9,16.9,,21.1,9.5,5.7,1270,https://www.b.dk/politiko/barometeret
1122,Gallup,2017,10,5,25.6,6.8,3.9,1.7,,4.7,5.9,0.7,19.4,,18.7,8.4,4.0,1588,https://www.b.dk/politiko/barometeret
1123,Voxmeter,2017,10,7,26.3,6.2,4.8,1.4,,4.6,6.5,0.4,18.5,,17.5,8.0,5.2,1039,https://voxmeter.dk/index.php/meningsmalinger/
1124,Megafon,2017,9,28,22.5,7.0,4.7,3.2,,5.9,4.2,0.6,16.3,,18.2,9.8,7.2,920,http://nyheder.tv2.dk/politik/2017-09-28-liberal-alliance-gaar-tilbage-i-ny-maaling
1125,Voxmeter,2017,10,15,25.7,5.8,3.5,1.5,,4.9,5.5,0.5,20.0,,19.2,9.0,4.0,1039,https://voxmeter.dk/index.php/meningsmalinger/
1126,Epinion,2017,10,24,26.6,5.4,4.7,2.3,,4.0,5.4,0.9,18.1,,18.1,9.6,4.8,1643,https://www.dr.dk/nyheder/politik/maaling-roed-bloks-forspring-skrumper-gevaldigt
1127,Voxmeter,2017,10,22,25.0,5.1,4.5,1.7,,4.1,6.5,1.0,19.4,,18.0,9.1,5.0,1011,https://voxmeter.dk/index.php/meningsmalinger/
1128,Megafon,2017,10,26,22.0,6.1,5.4,3.8,,5.7,5.4,0.7,17.1,,18.6,9.1,5.8,1017,http://nyheder.tv2.dk/politik/2017-10-26-blaa-blok-gaar-markant-frem-i-ny-maaling-solid-roed-foering-er-vaek
1129,Voxmeter,2017,10,29,26.6,4.8,3.9,1.2,,4.7,5.8,0.8,19.2,,19.4,8.8,4.7,1049,https://voxmeter.dk/index.php/meningsmalinger/
1130,Norstat,2017,10,31,28.0,4.3,3.9,2.2,,4.5,5.1,,17.0,,20.5,8.4,4.5,1503,https://www.altinget.dk/artikel/maaling-blaa-blok-haler-ind
1131,Voxmeter,2017,11,5,26.1,5.5,3.9,0.8,,4.7,5.9,0.3,19.7,,19.0,8.4,5.6,1035,https://voxmeter.dk/index.php/meningsmalinger/
1132,Gallup,2017,11,9,29.6,4.7,4.8,1.8,,5.2,4.6,0.8,16.4,,20.3,6.7,4.7,1507,https://www.b.dk/politiko/barometeret
1133,Voxmeter,2017,11,11,26.8,5.3,5.0,0.8,,4.5,5.3,0.8,17.5,,19.6,8.4,5.5,1030,https://voxmeter.dk/index.php/meningsmalinger/
1134,Voxmeter,2017,11,19,26.1,5.8,4.6,1.3,,4.8,5.0,0.3,18.3,,19.5,8.8,4.9,1025,https://voxmeter.dk/index.php/meningsmalinger/
1135,Norstat,2017,11,19,28.1,4.4,4.2,2.2,,4.9,5.3,,16.8,,19.5,8.0,5.0,1573,https://www.altinget.dk/artikel/maaling-blaa-blok-taber-igen-terraen
1136,Voxmeter,2017,11,26,27.1,5.4,4.4,1.0,,5.1,6.0,0.7,17.5,,18.5,9.4,4.8,1019,https://voxmeter.dk/index.php/meningsmalinger/
1137,Megafon,2017,11,30,26.2,6.2,5.0,2.4,,5.3,5.5,1.5,15.6,,19.4,7.5,5.3,1001,http://nyheder.tv2.dk/politik/2017-11-30-ny-maaling-kommunalvalgssejr-smitter-af-paa-mette-frederiksen
1138,Greens,2017,11,30,30.7,6.7,4.8,1.4,,4.4,5.4,0.9,14.5,,19.7,8.4,3.1,1262,https://www.b.dk/politiko/barometeret
1139,Epinion,2017,12,1,28.1,4.3,4.7,1.9,,5.1,5.5,0.6,16.0,,20.1,8.5,5.2,1737,https://www.dr.dk/nyheder/politik/maaling-dansk-folkeparti-taber-terraen-s-i-medvind
1140,Voxmeter,2017,12,4,27.1,5.1,4.8,1.1,,4.3,6.7,0.7,18.0,,19.1,8.7,4.1,1047,https://voxmeter.dk/index.php/meningsmalinger/
1141,Gallup,2017,12,7,29.0,5.6,4.9,2.3,,4.7,4.4,0.6,17.5,,19.4,6.7,4.8,1497,https://www.b.dk/politiko/barometeret
1142,Voxmeter,2017,12,9,27.8,5.4,4.0,0.7,,5.6,5.8,1.0,16.9,,19.1,8.9,4.6,1019,https://voxmeter.dk/index.php/meningsmalinger/
1143,YouGov,2017,10,29,24.2,4.5,5.0,4.9,,4.9,6.8,0.8,17.1,,17.3,8.6,6.0,1635,https://www.b.dk/politiko/barometeret
1144,YouGov,2017,11,13,24.6,4.9,4.7,3.8,,5.5,6.1,0.7,16.1,,18.8,9.2,5.5,1598,https://www.b.dk/politiko/barometeret
1145,YouGov,2017,12,10,29.0,4.4,4.9,4.6,,5.1,5.1,1.1,15.3,,18.1,8.1,4.4,1602,https://www.b.dk/politiko/barometeret
1146,Voxmeter,2017,12,17,27.5,4.8,4.4,1.2,,5.1,5.8,1.1,17.7,,19.4,8.7,4.1,1019,https://voxmeter.dk/index.php/meningsmalinger/
1147,Megafon,2017,12,22,25.9,5.8,5.4,2.2,,7.0,4.0,0.9,15.5,,19.3,8.2,5.2,1013,http://nyheder.tv2.dk/politik/2017-12-22-liberal-alliance-droppede-truslerne-nu-bliver-de-straffet-af-vaelgerne
1148,Epinion,2017,12,20,31.1,4.8,4.0,3.1,,4.6,5.3,0.7,17.0,,17.5,7.9,4.1,1768,https://www.dr.dk/nyheder/politik/maaling-socialdemokratiet-staar-til-bedste-valg-siden-2001
1149,Voxmeter,2018,1,7,28.8,5.4,4.0,1.1,,4.5,5.1,0.5,17.1,,19.1,8.8,4.9,1035,https://voxmeter.dk/index.php/meningsmalinger/
1150,YouGov,2018,1,7,26.2,4.7,6.6,4.2,,5.2,3.8,0.7,17.0,,18.8,8.2,4.7,1410,https://www.b.dk/politiko/barometeret
1151,Gallup,2018,1,11,28.5,4.4,5.9,1.5,,4.7,3.4,0.7,15.9,,21.5,8.3,5.1,1535,https://www.b.dk/politiko/ny-maaling-efter-magtkamp-nedtur-til-la-og-df.-optur-til-venstre
1152,Voxmeter,2018,1,14,29.3,4.6,3.8,0.6,,4.4,5.7,0.7,17.3,,19.9,9.3,4.1,1018,https://voxmeter.dk/index.php/meningsmalinger/
1153,Voxmeter,2018,1,21,28.7,5.0,3.7,1.7,,4.9,5.1,0.7,16.5,,20.7,8.9,4.0,1018,https://www.b.dk/politiko/barometeret
1154,Megafon,2018,1,25,25.9,5.4,3.6,3.2,,6.3,4.8,1.0,14.2,,20.5,10.9,3.6,1014,http://nyheder.tv2.dk/politik/2018-01-25-alternativet-taber-pusten-efter-moegsager-daarligste-maaling-siden-valget
1155,YouGov,2018,1,22,26.7,4.8,5.8,3.9,,4.6,4.6,0.8,17.6,,18.3,8.2,4.5,1460,https://www.b.dk/politiko/barometeret
1156,Voxmeter,2018,1,28,28.9,5.1,3.8,1.7,,4.7,4.6,0.6,17.3,,20.3,8.1,4.5,1017,https://www.b.dk/politiko/barometeret
1157,Norstat,2018,1,29,30.9,4.6,4.1,2.3,,5.0,4.8,,16.7,,17.6,8.8,3.6,1501,https://www.altinget.dk/artikel/ny-maaling-roed-blok-udbygger-foering
1158,Voxmeter,2018,2,4,30.0,5.0,4.0,1.5,,4.6,4.2,0.9,18.2,,19.3,7.5,4.8,1024,https://voxmeter.dk/index.php/meningsmalinger/
1159,Greens,2018,2,1,28.2,5.1,4.6,1.8,,4.5,5.2,0.7,16.5,,19.8,9.1,4.3,1118,https://www.b.dk/politiko/barometeret
1160,Voxmeter,2018,2,10,29.5,5.1,4.1,1.4,,5.0,4.3,0.9,18.8,,19.1,7.7,4.0,1037,https://voxmeter.dk/index.php/meningsmalinger/
1161,Gallup,2018,2,8,29.0,5.2,4.8,1.5,,4.9,5.2,0.9,15.5,,19.4,9.1,4.3,1518,https://www.b.dk/politiko/barometeret
1162,Epinion,2018,2,14,28.0,5.1,4.6,2.1,,5.4,5.3,0.7,17.2,,18.7,8.0,4.8,1573,https://www.dr.dk/nyheder/politik/maaling-hvis-kvinderne-bestemte-var-danmark-roedt
1163,Voxmeter,2018,2,18,28.4,5.0,4.0,1.5,,4.5,4.8,0.9,18.2,,20.0,8.2,4.1,1026,https://voxmeter.dk/index.php/meningsmalinger/
1164,Megafon,2018,2,22,26.1,6.9,5.3,2.5,,5.4,4.1,1.0,16.9,,18.5,9.6,3.1,1011,http://nyheder.tv2.dk/politik/2018-02-22-alternativet-har-mistet-to-tredjedele-af-deres-vaelgere-paa-to-aar-viser-ny
1165,Voxmeter,2018,2,25,28.6,4.5,4.4,1.1,,4.3,5.8,0.6,17.6,,20.1,8.8,4.0,1018,https://www.b.dk/politiko/barometeret
1166,Voxmeter,2018,3,4,27.7,4.7,4.7,0.7,,5.4,4.8,0.4,17.2,,20.8,9.3,4.2,1044,https://voxmeter.dk/index.php/meningsmalinger/
1167,Gallup,2018,3,8,26.1,6.6,3.8,1.9,,5.8,4.2,0.7,17.8,,19.8,7.8,5.4,1590,https://www.b.dk/politiko/barometeret
1168,Voxmeter,2018,3,11,26.8,4.9,4.3,1.5,,5.2,5.6,0.8,18.0,,19.5,8.8,4.5,1043,https://voxmeter.dk/index.php/meningsmalinger/
1169,Voxmeter,2018,3,18,28.0,4.4,4.7,1.4,,5.0,5.1,0.7,18.0,,18.9,9.7,4.1,1063,https://voxmeter.dk/index.php/meningsmalinger/
1170,Norstat,2018,3,20,25.0,5.7,4.7,2.1,,5.4,4.3,0.6,18.5,,19.3,9.2,4.6,1501,https://www.altinget.dk/artikel/ny-maaling-mette-frederiksen-er-slaaet-tilbage-til-start
1171,Megafon,2018,3,22,25.4,6.3,5.6,2.1,,6.3,3.9,0.5,16.6,,18.8,10.3,3.8,1022,http://nyheder.tv2.dk/politik/2018-03-22-ny-maaling-dansk-folkeparti-ligger-fortsat-langt-fra-valgresultatet
1172,Voxmeter,2018,3,25,27.1,4.9,3.7,1.3,,5.4,5.6,1.1,18.4,,18.5,9.6,3.9,1022,https://voxmeter.dk/index.php/meningsmalinger/
1173,Epinion,2018,3,20,26.5,4.8,4.1,2.5,,4.6,3.9,0.6,18.3,,19.9,10.8,3.9,1682,https://www.dr.dk/nyheder/politik/daarligste-maaling-i-seks-aar-liberal-alliance-naesten-halveret
1174,Voxmeter,2018,4,1,26.7,5.6,4.7,1.3,,5.3,4.9,0.8,18.1,,19.1,9.4,4.1,1031,https://voxmeter.dk/index.php/meningsmalinger/
1175,Voxmeter,2018,4,8,25.2,5.6,4.9,1.8,,5.0,4.7,0.9,17.4,,19.5,10.2,4.5,1030,https://voxmeter.dk/index.php/meningsmalinger/
1176,YouGov,2018,2,5,28.1,4.4,6.2,4.2,,4.7,4.2,0.6,15.3,,18.5,9.5,4.4,1631,https://www.b.dk/politiko/barometeret
1177,YouGov,2018,3,31,25.7,5.9,5.4,3.5,,5.5,4.4,0.8,16.7,,18.1,8.7,5.4,1412,https://www.b.dk/politiko/barometeret
1178,Greens,2018,4,5,28.0,5.3,4.8,3.3,,5.0,4.9,1.0,16.0,,17.3,10.6,3.6,1100,https://www.b.dk/politiko/barometeret
1179,Gallup,2018,4,12,24.1,6.9,4.9,2.2,,6.4,4.7,0.9,16.0,,20.7,9.3,3.7,1513,https://www.b.dk/politiko/barometeret
1180,Voxmeter,2018,4,15,26.3,5.2,4.6,1.7,,5.9,5.8,0.4,16.4,,19.3,10.2,4.1,1024,https://voxmeter.dk/index.php/meningsmalinger/
1181,Voxmeter,2018,4,22,26.7,5.2,3.9,1.1,,6.6,6.2,1.0,15.6,,20.0,9.0,4.4,1040,https://voxmeter.dk/index.php/meningsmalinger/
1182,Norstat,2018,4,25,28.6,5.4,4.1,2.8,,6.1,4.6,0.9,17.5,,16.9,9.2,3.4,1213,https://www.altinget.dk/artikel/ny-maaling-enhedslisten-fastholder-fremgang
1183,Voxmeter,2018,4,29,27.3,4.6,4.2,1.0,,6.8,5.8,0.8,16.4,,19.1,9.1,4.8,1036,https://voxmeter.dk/index.php/meningsmalinger/
1184,Megafon,2018,4,26,26.2,5.7,5.5,1.9,,6.5,4.5,0.5,15.4,,18.6,10.5,4.3,1010,http://nyheder.tv2.dk/politik/2018-04-26-ny-maaling-bedste-resultat-for-roed-blok-i-over-et-aar
1185,Voxmeter,2018,5,6,27.7,5.4,4.1,0.9,,5.7,6.2,0.7,17.0,,18.8,9.6,3.8,1002,https://voxmeter.dk/index.php/meningsmalinger/
1186,Voxmeter,2018,5,13,26.8,5.4,3.7,1.3,,6.1,5.5,0.7,17.7,,19.8,9.0,4.0,1040,https://voxmeter.dk/index.php/meningsmalinger/
1187,Voxmeter,2018,5,19,25.3,6.0,4.0,1.5,,5.8,5.2,1.1,18.3,,20.0,9.4,3.3,1031,https://www.b.dk/politiko/barometeret
1188,Epinion,2018,5,16,25.9,6.3,4.3,2.0,,5.9,4.9,0.7,18.4,,18.0,9.6,4.1,1486,https://www.dr.dk/nyheder/politik/meningsmaalinger
1189,Norstat,2018,5,23,26.9,4.7,5.2,2.3,,4.9,4.5,0.9,17.0,,19.2,9.9,4.1,1210,https://www.b.dk/politiko/barometeret
1190,Voxmeter,2018,5,27,26.2,5.3,4.3,1.0,,5.2,4.2,1.1,18.8,,20.8,9.8,3.2,1024,https://voxmeter.dk/index.php/meningsmalinger/
1191,Megafon,2018,5,31,25.1,7.1,4.3,2.9,,6.2,4.8,1.0,15.2,,19.5,9.3,4.1,1020,https://politiken.dk/indland/politik/art6549602/V%C3%A6lgerne-foretr%C3%A6kker-Mette-Frederiksen-som-statsminister-men-r%C3%B8d-blok-mister-opbakning
1192,Voxmeter,2018,6,3,26.1,6.3,5.0,0.8,,5.7,3.6,0.7,18.8,,20.2,9.0,3.6,1029,https://voxmeter.dk/index.php/meningsmalinger/
1193,Greens,2018,5,31,25.4,6.7,4.7,1.9,,5.6,4.1,1.0,17.0,,20.1,8.9,4.1,1135,
1194,Voxmeter,2018,6,10,27.2,6.3,4.4,1.2,,5.1,4.0,0.7,18.7,,19.7,8.4,4.0,1031,https://voxmeter.dk/index.php/meningsmalinger/
1195,Greens,2018,6,11,25.4,6.7,4.7,1.9,,5.6,4.1,1.0,17.0,,20.1,8.9,4.1,1135,https://www.b.dk/politiko/barometeret
1196,Gallup,2018,6,15,26.2,5.1,4.9,1.8,,5.8,3.9,0.8,16.5,,21.0,9.3,4.3,1485,https://www.b.dk/politiko/barometeret
1197,Voxmeter,2018,6,16,27.4,6.1,3.6,1.0,,5.3,4.5,0.9,18.9,,19.9,8.8,3.5,1026,https://voxmeter.dk/index.php/meningsmalinger/
1198,Norstat,2018,6,22,29.2,5.5,4.6,1.8,,4.8,3.8,0.8,17.4,,18.1,9.1,4.1,1208,https://www.b.dk/politiko/barometeret
1199,Voxmeter,2018,6,24,26.3,5.7,4.2,1.4,,5.0,4.6,0.6,19.3,,19.4,9.2,4.1,1032,https://voxmeter.dk/index.php/meningsmalinger/
1200,Megafon,2018,6,28,22.9,7.0,5.0,3.4,,6.7,5.2,1.3,15.5,,18.3,10.1,4.4,1022,http://nyheder.tv2.dk/politik/2018-06-28-doedt-loeb-mellem-blokkene-uden-alternativets-mandater-viser-ny-maaling
1201,Epinion,2018,6,23,25.9,6.2,4.2,2.0,,5.9,5.6,0.6,18.8,,18.1,8.7,4.1,1679,https://www.dr.dk/nyheder/politik/ny-maaling-alternativets-mandater-bliver-tungen-paa-vaegtskaalen
1202,Voxmeter,2018,7,1,25.7,6.8,3.6,1.0,,5.3,5.1,0.9,19.8,,19.3,8.2,4.1,1031,https://voxmeter.dk/index.php/meningsmalinger/
1203,YouGov,2018,6,24,26.2,5.4,4.6,5.3,,6.2,5.0,0.5,16.1,,17.1,9.9,3.7,1604,https://www.bt.dk/politik/blaa-blok-tager-foeringen-men-trekantsdrama-truer
1204,YouGov,2018,7,8,24.8,5.0,5.3,4.6,,5.8,5.0,0.7,16.1,,18.9,9.3,4.6,1594,https://www.bt.dk/politik/blaa-blok-tager-foeringen-men-trekantsdrama-truer
1205,Greens,2018,8,2,24.4,6.5,4.1,4.2,,6.2,3.4,0.7,17.1,,18.4,9.8,5.1,1131,https://twitter.com/hansersej/status/1026575535898611712
1206,Voxmeter,2018,8,5,25.2,6.0,3.4,1.0,,5.1,4.8,0.9,20.7,,19.9,9.1,3.6,1023,https://voxmeter.dk/meningsmalinger/
1207,Voxmeter,2018,8,11,26.0,5.2,3.8,1.4,,5.3,5.2,0.8,19.4,,19.8,8.6,4.2,1038,https://voxmeter.dk/meningsmalinger/
1208,Voxmeter,2018,8,19,26.0,5.3,3.4,2.2,,4.6,4.5,0.8,18.9,,20.4,8.6,4.8,1031,https://voxmeter.dk/meningsmalinger/
1209,Norstat,2018,8,15,26.3,6.9,4.2,2.7,,5.9,5.2,0.7,16.2,,18.0,8.9,4.7,1207,https://www.b.dk/politiko/barometeret
1210,Epinion,2018,8,17,26.4,5.6,4.1,2.6,,4.6,4.5,0.6,19.7,,18.4,9.1,4.5,1579,https://www.dr.dk/nyheder/politik/ny-maaling-borgerlig-blok-i-fremgang
1211,Voxmeter,2018,8,26,26.7,5.8,3.9,2.0,,4.3,5.1,0.8,18.3,,19.3,8.8,5.0,1041,https://voxmeter.dk/meningsmalinger/
1212,Megafon,2018,8,30,23.6,7.3,4.7,3.0,,6.8,4.2,0.6,15.4,,19.4,9.1,5.9,1027,https://twitter.com/lassetv2/status/1035510765791465472
1213,Voxmeter,2018,9,3,26.2,5.4,3.9,1.7,,5.0,5.2,0.9,17.7,,18.7,9.1,5.8,1037,https://voxmeter.dk/meningsmalinger/
1214,Voxmeter,2018,9,8,25.2,5.5,3.5,2.8,,5.3,5.9,0.9,17.9,,18.2,8.9,5.7,1043,https://voxmeter.dk/meningsmalinger/
1215,Norstat,2018,9,11,27.1,5.1,4.4,4.6,,4.9,4.1,0.7,17.0,,17.5,9.5,4.5,1215,https://www.altinget.dk/artikel/ny-maaling-radikale-mister-pusten-foer-landsmoede
1216,Voxmeter,2018,9,17,26.5,6.0,3.2,2.8,,5.8,4.8,0.5,17.2,,19.2,8.2,5.3,1039,https://voxmeter.dk/meningsmalinger/
1217,Epinion,2018,9,18,26.6,5.6,3.4,3.3,,4.9,5.4,0.2,18.2,,19.1,8.6,4.7,1537,https://www.dr.dk/nyheder/politik/meningsmaalinger
1218,Voxmeter,2018,9,23,26.1,6.7,3.8,2.6,,5.3,5.1,0.8,17.7,,19.1,7.9,4.5,1046,https://voxmeter.dk/meningsmalinger/
1219,Megafon,2018,9,27,25.0,8.0,4.5,2.8,,6.2,4.7,0.9,15.9,,17.6,8.5,5.7,870,https://politiken.dk/indland/art6729843/%C2%BBVi-er-den-kile-der-lige-nu-borer-sig-ind-i-det-systemsatte-Danmark%C2%AB
1220,Voxmeter,2018,9,30,26.9,6.5,3.6,2.3,,4.8,4.8,0.8,18.4,,18.1,8.5,4.9,1029,https://voxmeter.dk/meningsmalinger/
1221,Greens,2018,10,1,26.9,5.0,4.5,2.9,,5.9,4.1,0.5,16.4,,19.6,10.0,3.9,1157,https://borsen.dk/nyheder/politik/meningsmaalinger.html
1222,Voxmeter,2018,10,6,27.5,5.7,4.0,2.3,,5.1,5.2,0.9,17.6,,18.3,8.3,4.7,1025,https://voxmeter.dk/meningsmalinger/
1223,Norstat,2018,10,9,27.2,5.8,3.3,2.6,,5.1,5.3,0.8,16.9,,19.0,9.2,4.3,1209,https://www.avisen.dk/meningsmaaling-procentvist-flertal-til-roed-blok_520442.aspx
1224,Gallup,2018,10,11,25.5,6.4,4.3,2.0,,5.7,5.7,0.8,15.6,,19.5,9.1,5.1,1674,https://www.berlingske.dk/barometeret
1225,Voxmeter,2018,10,14,28.3,5.0,3.5,2.0,,5.3,5.7,0.9,17.7,,18.0,8.5,4.8,1016,https://voxmeter.dk/meningsmalinger/
1226,Voxmeter,2018,10,21,27.3,5.6,3.2,1.9,,4.9,6.4,0.9,18.2,,17.3,8.6,5.3,1032,https://voxmeter.dk/meningsmalinger/
1227,Epinion,2018,10,24,27.5,5.0,4.0,3.4,,4.5,4.8,0.7,18.6,,17.8,9.1,4.7,1528,https://www.dr.dk/nyheder/politik/maaling-maendene-sender-nye-borgerlige-i-folketinget
1228,Megafon,2018,10,25,22.7,9.6,5.3,2.6,,7.0,4.5,0.7,14.8,,19.0,9.7,4.0,1026,
1229,Voxmeter,2018,10,28,26.8,6.4,3.8,1.8,,5.6,5.7,0.5,17.5,,18.2,8.4,4.7,1033,https://voxmeter.dk/meningsmalinger/
1230,Voxmeter,2018,11,4,27.8,6.0,3.9,1.8,,4.9,4.8,0.5,18.1,,18.7,8.9,4.2,1029,https://voxmeter.dk/meningsmalinger/
1231,Voxmeter,2018,11,10,27.3,6.6,3.5,2.6,,4.8,4.5,0.9,17.4,,18.1,9.1,4.8,1040,https://voxmeter.dk/meningsmalinger/
1232,Norstat,2018,11,14,24.0,6.4,3.9,3.9,,5.3,4.7,1.2,17.7,,19.1,9.1,4.4,1219,https://www.altinget.dk/artikel/ny-maaling-der-er-doedt-loeb-mellem-blokkene
1233,Gallup,2018,11,15,27.4,5.9,4.8,1.7,,5.0,5.1,0.9,16.4,,19.1,8.3,5.0,1526,https://www.berlingske.dk/barometeret
1234,Voxmeter,2018,11,18,26.5,7.1,3.2,2.2,,5.4,5.7,0.6,17.9,,17.3,9.9,4.0,1043,https://voxmeter.dk/meningsmalinger/
1235,Epinion,2018,11,15,26.5,6.0,4.1,3.3,,5.3,4.1,0.5,17.5,,18.3,10.2,4.1,1573,https://www.dr.dk/nyheder/politik/meningsmaalinger
1236,Voxmeter,2018,11,25,26.0,6.6,4.0,2.1,,4.9,5.9,1.1,17.7,,17.8,9.6,3.8,1090,https://voxmeter.dk/meningsmalinger/
1237,Voxmeter,2018,12,2,26.5,6.2,4.5,2.1,,5.8,5.1,1.1,18.2,,18.3,8.5,3.5,1053,https://voxmeter.dk/meningsmalinger/
1238,Greens,2018,11,29,24.6,7.6,4.6,3.8,,4.8,3.1,1.2,17.1,,19.2,9.6,3.8,1100,https://www.berlingske.dk/barometeret
1239,Voxmeter,2018,12,8,25.8,6.6,4.2,2.2,,5.7,4.6,1.0,18.8,,17.7,9.3,3.8,1044,https://voxmeter.dk/meningsmalinger/
1240,Norstat,2018,12,11,26.6,4.8,3.9,2.8,,6.3,5.2,0.5,17.6,,18.2,8.8,4.5,1219,https://www.altinget.dk/artikel/maaling-efter-finanslov-blaa-blok-staar-i-stampe
1241,Gallup,2018,12,13,26.4,6.7,4.9,1.4,,5.6,5.4,0.7,18.3,,18.3,8.4,3.3,1604,https://www.berlingske.dk/barometeret
1242,Voxmeter,2018,12,16,26.4,7.1,3.6,1.6,,5.1,5.4,1.0,18.5,,18.7,8.8,3.8,1026,https://voxmeter.dk/meningsmalinger/
1243,Epinion,2018,12,12,27.4,5.8,3.8,2.8,,5.8,4.1,0.4,19.1,,17.2,9.4,4.0,1498,https://www.dr.dk/nyheder/politik/meningsmaalinger
1244,Megafon,2018,12,20,25.1,7.4,4.5,3.1,,6.4,4.9,0.9,16.2,,17.0,9.9,4.1,1000,http://nyheder.tv2.dk/politik/2018-12-20-ny-maaling-de-roede-staar-stadig-til-at-vinde-valget
1245,Voxmeter,2019,1,6,25.8,6.6,4.3,2.1,,5.0,5.2,0.8,17.7,,19.1,9.6,3.7,1048,https://www.berlingske.dk/barometeret
1246,Voxmeter,2019,1,12,26.4,6.9,4.1,1.9,,4.8,4.7,1.1,18.2,,17.9,9.9,3.8,1027,https://voxmeter.dk/meningsmalinger/
1247,Voxmeter,2019,1,20,26.9,7.5,3.5,2.1,,5.6,4.3,1.2,17.8,,18.3,8.8,3.6,1032,https://voxmeter.dk/meningsmalinger/
1248,Epinion,2019,1,22,27.9,6.2,4.0,2.8,,6.7,4.6,0.6,16.6,,17.5,8.9,4.1,1745,https://www.dr.dk/nyheder/politik/maaling-viser-markant-flertal-til-oppositionen-df-gaar-tilbage
1249,Norstat,2019,1,22,26.4,5.3,3.8,3.1,,6.4,4.3,1.2,17.6,,19.3,7.9,4.2,1207,https://jyllands-posten.dk/politik/ECE11147003/spaendingen-er-intakt-i-ny-maaling/
1250,YouGov,2018,8,12,26.1,5.0,5.9,4.5,,6.5,4.9,0.7,15.6,,17.8,8.9,4.2,1617,https://www.berlingske.dk/barometeret
1251,YouGov,2018,8,26,25.7,6.8,4.9,4.2,,5.4,5.4,0.8,14.7,,17.2,10.5,4.4,1585,https://www.berlingske.dk/barometeret
1252,YouGov,2019,1,14,23.8,6.2,4.8,5.7,,6.1,4.6,1.0,15.9,,17.7,10.2,4.0,1917,https://www.berlingske.dk/barometeret
1253,Voxmeter,2019,1,27,28.1,6.9,4.0,2.2,,5.0,4.6,0.9,16.8,,18.9,8.5,3.7,1039,https://voxmeter.dk/meningsmalinger/
1254,Megafon,2019,1,31,25.8,8.3,4.7,3.2,,7.5,3.3,0.8,15.8,,17.0,8.9,4.5,1007,http://nyheder.tv2.dk/politik/2019-01-31-ny-maaling-er-loekkes-vaerste-mareridt-siger-politisk-kommentator
1255,Voxmeter,2019,2,3,27.5,7.2,4.2,2.0,,5.5,5.3,1.1,16.2,,18.4,9.0,3.2,1045,https://voxmeter.dk/meningsmalinger/
1256,Greens,2019,1,31,27.0,5.8,5.5,3.0,,6.8,4.0,0.8,15.4,,17.3,9.7,4.2,1131,https://twitter.com/hansersej/status/1092524846171521026
1257,Gallup,2019,2,7,26.6,5.6,4.5,3.1,,5.3,4.9,1.0,15.0,,19.4,10.3,4.2,1531,https://www.berlingske.dk/barometeret
1258,Voxmeter,2019,2,9,28.3,6.8,3.8,1.9,,5.8,6.0,1.0,15.8,,17.9,8.6,3.7,1032,https://voxmeter.dk/meningsmalinger/
1259,YouGov,2019,2,10,27.3,6.6,5.0,5.8,,6.0,4.4,,15.0,,15.7,9.4,4.1,1711,https://www.bt.dk/nyheder/roede-kvinder-stormer-frem
1260,Voxmeter,2019,2,17,29.0,6.3,3.6,1.9,,5.2,5.7,1.1,15.4,,18.1,8.6,4.1,1022,https://voxmeter.dk/meningsmalinger/
1261,Voxmeter,2019,2,24,28.1,6.7,3.6,2.0,1.4,5.9,5.0,0.7,14.8,,18.6,9.1,3.7,1032,https://voxmeter.dk/meningsmalinger/
1262,Epinion,2019,2,25,28.2,6.1,3.8,2.8,1.8,5.9,4.5,0.7,15.2,,17.8,9.7,3.5,1532,https://www.dr.dk/nyheder/politik/maaling-klaus-riskaer-flirter-med-spaerregraensen
1263,Megafon,2019,2,28,24.4,7.0,3.8,3.4,1.3,8.0,5.4,1.4,13.4,,18.0,10.1,3.8,1009,http://nyheder.tv2.dk/politik/2019-02-28-ny-maaling-riskaer-ligger-under-spaerregraensen-men-er-godt-tilfreds
1264,Voxmeter,2019,3,3,28.0,6.7,4.1,2.1,0.4,5.9,5.7,0.9,14.6,,18.1,8.6,4.3,1043,https://voxmeter.dk/meningsmalinger/
1265,Norstat,2019,2,26,28.8,5.6,4.1,2.6,1.4,6.2,4.0,1.1,15.7,,18.6,8.0,3.2,1205,https://www.altinget.dk/artikel/ny-maaling-roed-blok-oeger-afstanden-til-loekke-og-co
1266,Voxmeter,2019,3,9,28.6,7.2,3.8,1.7,0.5,5.7,5.3,0.4,14.2,,18.6,9.0,4.3,1037,https://www.kristeligt-dagblad.dk/danmark/fakta-saadan-staar-partierne-lige-nu-6
1267,Gallup,2019,3,14,26.0,6.9,5.2,2.6,1.3,6.7,5.4,0.9,13.7,,19.7,7.9,3.7,1582,https://www.berlingske.dk/barometeret
1268,Voxmeter,2019,3,17,27.7,7.0,4.1,2.1,0.8,6.2,4.9,0.5,14.6,,18.9,9.2,3.6,1062,https://voxmeter.dk/meningsmalinger/
